timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1632455889084,243,HTTP Request-1,200,OK,advancedThreadGroup 1-12,text,true,,1949,130,40,40,https://reqres.in/api/users?page=2,243,0,174
1632455888964,368,HTTP Request,200,OK,advancedThreadGroup 1-15,text,true,,2667,260,40,40,https://reqres.in/api/users?page=2,113,0,54
1632455888964,113,HTTP Request-0,301,Moved Permanently,advancedThreadGroup 1-15,,true,,712,130,40,40,http://reqres.in/api/users?page=2,113,0,54
1632455889078,254,HTTP Request-1,200,OK,advancedThreadGroup 1-15,text,true,,1955,130,40,40,https://reqres.in/api/users?page=2,254,0,187
1632455888747,594,HTTP Request,200,OK,advancedThreadGroup 1-29,text,true,,2663,260,40,40,https://reqres.in/api/users?page=2,124,0,55
1632455888747,124,HTTP Request-0,301,Moved Permanently,advancedThreadGroup 1-29,,true,,714,130,40,40,http://reqres.in/api/users?page=2,124,0,55
1632455888870,471,HTTP Request-1,200,OK,advancedThreadGroup 1-29,text,true,,1949,130,40,40,https://reqres.in/api/users?page=2,471,0,416
1632455889037,336,HTTP Request,200,OK,advancedThreadGroup 1-18,text,true,,2663,260,40,40,https://reqres.in/api/users?page=2,110,0,49
1632455889037,110,HTTP Request-0,301,Moved Permanently,advancedThreadGroup 1-18,,true,,714,130,40,40,http://reqres.in/api/users?page=2,110,0,49
1632455889148,225,HTTP Request-1,200,OK,advancedThreadGroup 1-18,text,true,,1949,130,40,40,https://reqres.in/api/users?page=2,225,0,166
1632455888673,744,HTTP Request,200,OK,advancedThreadGroup 1-22,text,true,,2673,260,40,40,https://reqres.in/api/users?page=2,116,0,48
1632455888673,116,HTTP Request-0,301,Moved Permanently,advancedThreadGroup 1-22,,true,,726,130,40,40,http://reqres.in/api/users?page=2,116,0,48
1632455888788,629,HTTP Request-1,200,OK,advancedThreadGroup 1-22,text,true,,1947,130,40,40,https://reqres.in/api/users?page=2,629,0,503
